,isbn,book_title,book_author,year_of_publication,book_id
29940,0385324138,The Outlandish Companion,DIANA GABALDON,1999.0,7979
29941,0440217563,Voyager,DIANA GABALDON,1994.0,7994
29945,0451521293,"Twelfth Night, Or, What You Will (Signet Classic Shakespeare Series)",William Shakespeare,1991.0,7978
29951,0684833395,Catch 22,Joseph Heller,1996.0,292
29955,0764221760,"The Meeting Place (Song of Acadia, 1)",Janette Oke,1999.0,7990
59076,0140042393,The Grapes of Wrath,John Steinbeck,1976.0,1122
29994,0140071814,The Kingdom by the Sea: A Journey Around the Coast of Great Britain,Paul Theroux,1995.0,19880
29996,014012389X,Love in the Time of Cholera,Gabriel Garcia Marquez,1998.0,6659
30054,0552998486,Chocolat,Joanne Harris,2000.0,5424
227974,0671447483,PIONEER WOMEN,Joanna Stratton,1982.0,8018
30115,0060086386,Filthy Rich,Dorothy Samuels,2002.0,19927
30119,0060509406,Mrs. Kimble : A Novel,Jennifer Haigh,2004.0,19904
30122,0060532149,Bare Necessity,Carole Matthews,2003.0,3968
30123,0060560754,The Dim Sum of All Things,Kim Wong Keltner,2004.0,19907
30137,0156028778,The Crimson Petal and the White,Michel Faber,2003.0,18919
30142,0312284683,Faking It,Jennifer Crusie,2002.0,19916
30157,0345450892,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman,2003.0,17212
30161,0345469674,Girls' Poker Night,JILL DAVIS,2004.0,9132
30164,0373250150,Confessions of an Ex-Girlfriend,Lynda Curnyn,2002.0,17242
30166,0373250428,Up &amp Out (Red Dress Ink),Ariella Papa,2003.0,8034
30167,0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004.0,8023
30170,0373441800,"Who Needs Decaf? (Harlequin Flipside, No. 6)",Tanya Michaels,2003.0,8022
30171,037541388X,Her,LAURA ZIGMAN,2002.0,19925
30173,0375759093,The Summer They Came : A Novel,WILLIAM STORANDT,2002.0,8054
30177,0380795981,Killer Wedding (Madeline Bean Catering Mysteries),Jerrilyn Farmer,2000.0,79475
30188,0425185508,Picture Perfect,Jodi Picoult,2002.0,8041
30198,0446391301,Geek Love,Katherine Dunn,1993.0,7102
30201,0446690155,Talking to Addison,Jenny Colgan,2003.0,17362
30210,0452283027,Farm Fatale: A Comedy of Country Manors,Wendy Holden,2002.0,9057
30211,0452283930,Gossip Hound,Wendy Holden,2003.0,4922
30227,0670891509,Marrying the Mistress,Joanna Trollope,2000.0,8026
30236,067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,1998.0,5979
30240,0743229061,Absolute Certainty : A Crime Novel,Rose Connors,2002.0,19896
30245,0743448677,Without Pity : Ann Rule's Most Dangerous Killers,Ann Rule,2003.0,19906
30246,0743454510,Second Glance : A Novel,Jodi Picoult,2004.0,19924
30247,0743483014,Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy,2004.0,4753
30255,0767903854,In a Sunburned Country,Bill Bryson,2000.0,19928
30268,0871138190,Four Blondes,Candace Bushnell,2000.0,19422
30276,1401300316,The Center of Everything,Laura Moriarty,2003.0,8152
30279,1892065444,Cats In Cyberspace,Beth Hilgartner,2001.0,19910
30390,0060275103,Ella Enchanted (Newbery Honor Book),Gail Carson Levine,1997.0,8106
30393,0140280464,My Year of Meats,Ruth L. Ozeki,1999.0,20650
30394,0142000396,The Last Manly Man (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,2001.0,8099
30396,0312204264,Mr. White's Confession : A Novel,Robert Clark,1999.0,8102
30400,0385497954,The Tale of Murasaki: A Novel,Liza Crihfield Dalby,2001.0,22782
30403,0446400157,A Morbid Taste for Bones: The First Chronicle of Brother Cadfael,Ellis Peters,1994.0,22912
30407,0679730346,London Fields (Vintage International),MARTIN AMIS,1991.0,8100
30411,0812558626,Briar Rose,Jane Yolen,1993.0,30790
141709,0451132343,Firestarter,Stephen King,1984.0,4861
30458,0066214440,Enemy Women: A Novel,Paulette Jiles,2002.0,19383
30500,0345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,1998.0,20132
30509,0345442768,Swimming (Ballantine Reader's Circle),Joanna Hershon,2002.0,15110
30515,0373218958,Less Of A Stranger (Silhouette Single Title),Nora Roberts,2003.0,8910
30522,0373250304,The Thin Pink Line,Lauren Baratz-Logsted,2003.0,20051
30555,0385509529,You Are Not a Stranger Here (Today Show Book Club #2),ADAM HASLETT,2002.0,11086
30563,0399151273,Retribution,Jilliane Hoffman,2004.0,19967
30593,0446520802,The Notebook,Nicholas Sparks,1996.0,11054
30598,0446532452,The Wedding,Nicholas Sparks,2003.0,8987
30605,0446611085,Suzanne's Diary for Nicholas,James Patterson,2003.0,19226
30667,0553801430,By the Light of the Moon,DEAN KOONTZ,2002.0,19996
30668,0553802488,The Face,DEAN KOONTZ,2003.0,484
30675,067100042X,Silent Night : A Christmas Suspense Story,Mary Higgins Clark,1996.0,20113
30698,067942525X,Intensity,DEAN KOONTZ,1996.0,20111
30708,0684829924,DREAM BOY: A Novel,Jim Grimsley,1997.0,20127
30762,0843949783,Island,Richard Laymon,2002.0,10227
30765,0843951036,No Sanctuary,Richard Laymon,2003.0,20024
30775,0843951958,Face,Tim Lebbon,2003.0,20069
30793,0971614504,Shade of the Maple,Kirk Martin,2002.0,8133
30802,1400060923,"Lost Boy, Lost Girl",PETER STRAUB,2003.0,19965
30819,1558748865,"Chicken Soup for the Gardener's Soul, 101 Stories to Sow Seeds of Love, Hope and Laughter (Chicken Soup for the Soul)",Jack Canfield,2001.0,19647
31188,043912042X,Esperanza Rising,Pam Munoz Ryan,2002.0,8160
30865,8466304630,Rayuela,Julio Cortazar,2001.0,8171
187246,0425128458,Sullivan's Sting,Lawrence Sanders,1997.0,8179
79785,0553568701,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1994.0,8180
348232,0849942845,The Note - A Novel -,Angela Elwell Hunt,2001.0,8193
30912,006091307X,The Crying of Lot 49: A Novel (Perennial Fiction Library),Thomas Pynchon,1990.0,8229
30922,0140067779,Obasan,Joy Kogawa,1983.0,8230
30926,0151006261,Under the Skin,Michel Faber,2000.0,20139
30929,0316788228,The Pilot's Wife,Anita Shreve,2001.0,8212
30933,0345350685,The Autobiography of Malcolm X,Malcolm X,1989.0,20140
30944,0451519841,1984,George Orwell,1980.0,8227
30950,0553213695,The Metamorphosis (Bantam Classics),FRANZ KAFKA,1972.0,8201
30959,074320395X,The Body Artist : A Novel,Don DeLillo,2001.0,8210
370717,0060956453,Ordinary Resurrections: Children in the Years of Hope,Jonathan Kozol,2001.0,8242
148811,0446342963,Dreamer's Dictionary,Tom Corbett,1986.0,8266
37668,0553569902,Lion's Bride,IRIS JOHANSEN,1996.0,8270
137863,0399142614,The List,Steven Paul Martini,1997.0,8279
124681,0375703128,The Road to Mars,Eric Idle,2001.0,8280
135982,0425134350,Patriot Games,Tom Clancy,1992.0,958
194165,0380811812,Aftermath : A Novel of Suspense,Peter Robinson,2002.0,8285
31062,006109398X,The Treasure Box,Orson Scott Card,1997.0,8302
31075,0345441036,Black House,Stephen King,2002.0,8293
31080,0380732033,Night Lives On,Walter J. Lord,1998.0,8309
31083,0385507593,Jennifer Government : A Novel,Max Barry,2003.0,8292
31095,0446608483,The Pledge,Rob Kean,2000.0,20148
31098,0451451538,Vampire$,John Steakley,1992.0,20147
31100,0553278274,A Night to Remember,WALTER LORD,1997.0,8310
31101,0553281747,Mona Lisa Overdrive (Bantam Spectra Book),William Gibson,1989.0,8299
31111,0743246071,The Queen's Fool : A Novel,Philippa Gregory,2004.0,8290
31112,0743417682,From a Buick 8,Stephen King,2003.0,8291
31120,0879516283,"The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone",Mervyn Peake,1995.0,8306
31168,0375826688,"Eragon (Inheritance, Book 1)",Christopher Paolini,2004.0,18921
31197,0439435242,The Seeing Stone,Kevin Crossley-Holland,2002.0,17454
31201,0440229499,Gathering Blue (Readers Circle),LOIS LOWRY,2002.0,12161
31213,0446671444,What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone,John R. Lee,1996.0,8316
31219,0451525264,Les Miserables a New Unabridged Translation (Signet Classics),Victor Hugo,1987.0,20243
31235,0590386336,The Library Card (Apple Signature Edition),Jerry Spinelli,1998.0,20203
31251,0679824111,Dinosaurs Before Dark  (Magic Tree House #1),Mary Pope Osborne,1992.0,17606
338745,0738841943,BLACK MOON,S. J. Gaither,2001.0,8350
31394,0061031089,Running Scared,Elizabeth Lowell,2003.0,8365
31406,0380793059,To Bury the Dead,Craig Spector,2000.0,3723
31416,0451193288,Reckless Endangerment,Robert K. Tanenbaum,1999.0,8379
31417,0451201906,Storm,Boris Starling,2000.0,8373
31430,1853260010,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997.0,7288
59091,0590434985,Jacob Have I Loved,Katherine Paterson,,8396
352463,0515137057,Clean Cut,Theresa Monsour,2004.0,8406
52408,0671024108,Speaking in Tongues,Jeffery Deaver,2002.0,8411
31493,0020198906,Joshua,Joseph F Girzone,1987.0,10788
31494,0020868308,"Mere Christianity: A revised and enlarged edition, with a new introduction, of the three books, The case for Christianity, Christian behaviour, and Beyond personality",C. S Lewis,1984.0,20316
31506,0060507772,The Last Hero : A Discworld Fable,Terry Pratchett,2002.0,20693
31532,0061020648,Guards! Guards! (Discworld Novels (Paperback)),Terry Pratchett,2001.0,20810
31536,0061043494,Gaudy Night,Dorothy L. Sayers,1995.0,20389
31537,0061043508,Strong Poison,Dorothy L. Sayers,1995.0,4995
31553,0064431789,Where the Wild Things Are (Caldecott Collection),Maurice Sendak,1988.0,20628
31563,0140178406,Aunt Dimity's Death (Aunt Dimity (Paperback)),Nancy Atherton,1993.0,10936
31564,0140178414,Aunt Dimity and the Duke (Penguin Crime Fiction),Nancy Atherton,1995.0,20461
31569,0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996.0,2101
31577,0140367152,Journey to the Centre of the Earth (Puffin Classics),Jules Verne,1994.0,14720
31593,0192823507,Wuthering Heights (The World's Classics),Emily Bronte,1995.0,8625
31603,0310218039,Eli,Bill Myers,2000.0,20670
31608,0312201656,I Capture the Castle,Dodie Smith,1999.0,20541
31609,0312203039,High Five (A Stephanie Plum Novel),Janet Evanovich,1999.0,20509
31621,0312925581,James Herriot's Dog Stories,James Herriot,1993.0,20722
31634,0316150460,Cats and Their Women,Louise Taylor,1992.0,20299
31646,0345274563,Her Majesty's Wizard,Christopher Stasheff,1996.0,20492
31650,034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey,1991.0,20388
31654,034530456X,Night Mare #06,Piers Anthony,1983.0,20786
31657,0345311078,Dragon on a Pedestal,Piers Anthony,1983.0,20775
31659,0345313097,Crewel Lye,Piers Anthony,1985.0,452
31660,0345313216,The Source of Magic,Piers Anthony,1979.0,20776
31661,0345314484,Dragonquest,Anne McCaffrey,1983.0,20737
31662,0345316002,Killashandra,Anne McCaffrey,1993.0,8486
31664,0345318862,Golem in the Gears (Xanth Novels (Paperback)),PIERS ANTHONY,1986.0,20774
31666,0345327772,Killing Orders,Sara Paretsky,1986.0,20399
31667,0345327861,Crystal Singer,Anne McCaffrey,1982.0,20778
31674,0345341678,The White Dragon (Dragonriders of Pern Vol 3),ANNE MCCAFFREY,1986.0,20747
31680,0345360354,Lovely in Her Bones,Sharyn McCrumb,1990.0,20307
31690,0345384911,Crystal Line,Anne McCaffrey,1993.0,6232
31735,0380001411,Christy,Catherine Marshall,1976.0,20668
31739,0380423901,Woman of Independence,Elizabeth Forsythe Hailey,1979.0,20742
31741,0380603926,When Bad Things Happen to Good People,Harold S. Kushner,1983.0,20723
31743,0380704587,The Ladies of Missalonghi,Colleen McCullough,1988.0,359
31749,0380710722,It's Always Something,Gilda Radner,1990.0,12000
31751,0380715732,Eight Million Ways To Die,Lawrence Block,1993.0,36113
31754,038072152X,"Hello Darling, Are You Working?",Rupert Everett,1998.0,17449
31756,0380725584,The Indian in the Cupboard (rack) (Indian in the Cupboard),Lynne Reid Banks,1995.0,3731
31761,0380752891,"Man from Mundania (Xanth Trilogy, No 12)",Piers Anthony,1990.0,6368
31762,0380759470,Xanth 13: Isle of View,Piers Anthony,1990.0,8718
31763,0380759489,Xanth 14: Question Quest,Piers Anthony,1991.0,20768
31764,0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992.0,978
31767,0380780879,Murder on a Bad Hair Day: A Southern Sisters Mystery,Anne George,1996.0,19257
31770,0380793253,White Elephant Dead: : A Death on Demand Mystery (Death on Demand Mysteries (Paperback)),Carolyn Hart,2000.0,20769
31774,0380798565,The Ape Who Guards the Balance : An Amelia Peabody Mystery,Elizabeth Peters,1999.0,20337
31775,0380801493,Murder Shoots the Bull : A Southern Sisters Mystery (Southern Sisters Mysteries (Paperback)),Anne George,2000.0,20442
31777,0380809389,Murder Carries a Torch : A Southern Sisters Mystery (Southern Sisters Mysteries (Paperback)),Anne George,2001.0,20474
31782,0380978954,The Truth: A Novel of Discworld,Terry Pratchett,2000.0,20764
31783,0385315546,Drinking : A Love Story,CAROLINE KNAPP,1997.0,20686
31786,0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002.0,1324
31810,0394724550,Gift from the sea,Anne Morrow Lindbergh,1978.0,20384
31858,042518403X,A Murderous Yarn (Needlecraft Mysteries),Monica Ferris,2002.0,16888
31861,0425187144,"Hanging by a Thread (Ferris, Monica. Needlecraft Mysteries.)",Monica Ferris,2003.0,16943
31869,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001.0,9027
31903,0440430909,A Girl of the Limberlost,Gene Stratton-Porter,1996.0,20535
31929,0441002692,The Godmother,Elizabeth Ann Scarborough,1995.0,20488
31936,0445402296,The Murders of Richard III,Elizabeth Peters,1986.0,20464
31945,0446353205,The Charm School,Nelson DeMille,1989.0,6662
31971,0448095033,"The Bungalow Mystery (Nancy Drew Mystery Stories, No 3)",Carolyn Keene,1991.0,20419
31984,0449006700,Mrs. Pollifax Unveiled (Mrs. Pollifax Mysteries (Paperback)),Dorothy Gilman,2001.0,20354
32003,0449212750,Murder in the CIA (Capital Crime Mysteries),Margaret Truman,1991.0,9718
32021,0449235637,Elusive Mrs. Pollifax,Dorothy Gilman,1978.0,20732
32022,0449235998,Lucifers Hammer,Larry Niven,1982.0,14259
32035,0451141083,Mindbend,Robin Cook,2001.0,20680
32040,0451184726,She Walks These Hills,Sharyn McCrumb,1995.0,19131
32042,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004.0,8734
32056,0451523555,Adventures of Tom Sawyer,Mark Twain,1989.0,20592
32062,0452283736,Legally Blonde,Amanda Brown,2002.0,20671
32065,0515087122,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990.0,20335
32083,0553111507,Book of Lists,David Wallechinsky,,20661
32084,0553122509,All Creatures Great and Small,James Herriot,,8424
32099,0553204564,All Things Bright and Beautiful,James Herriot,1981.0,39534
32107,0553211285,The Adventures of Tom Sawyer (Adventures of Tom Sawyer),MARK TWAIN,1995.0,20748
32108,055321229X,Silas Marner (Bantam Classics),George Eliot,1981.0,20292
32110,0553212982,Macbeth (Bantam Classics),William Shakespeare,1988.0,20707
32112,0553213156,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984.0,17466
32120,0553234595,Dragonsinger,Anne McCaffrey,1978.0,20738
32121,0553239813,Little Drummer Girl,John Lecarre,1984.0,17014
32124,0553242954,Anne of Green Gables (Bantam Starfire Book),L.M. Montgomery,1986.0,20749
32135,0553268120,All Creatures Great and Small,James Herriot,1985.0,20556
32146,055327824X,Of Mice and Men,JOHN STEINBECK,1983.0,19425
32153,0553288474,Deadly Valentine,Carolyn G. Hart,1991.0,20638
32154,0553291955,The Thin Woman,Dorothy Cannell,1992.0,20431
32158,0553295101,Life 101: Everything We Wish We Had Learned in High School-But Didn't,John-Roger McWilliams,1991.0,13232
32159,0553295691,The Christie Caper,Carolyn G. Hart,1999.0,2689
32168,0553572024,Mint Julep Murder,Carolyn G. Hart,1996.0,83012
32172,055357857X,The Dead Cat Bounce : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,1998.0,20306
32231,0670031054,Miss Julia Throws a Wedding,Ann B. Ross,2002.0,20609
32232,0670032077,Miss Julia Hits the Road (Southern Comedy of Manners),Ann B. Ross,2003.0,20610
32242,0671038869,The Long Program : Skating Toward Life's Victories,Peggy Fleming,1999.0,20799
32248,0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980.0,3611
32263,0671509810,ROMEO JULIET,William Shakespeare,1984.0,20362
32279,0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991.0,6258
32280,0671721097,PARTNERSHIP (Brainship),Anne McCaffrey,1992.0,20352
32304,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995.0,3892
32324,0684813467,JOSHUA,Joseph Girzone,1995.0,11113
32332,0689831404,The Wind in the Willows (Aladdin Classics),Kenneth Grahame,1999.0,20627
32341,0743411943,The Book of Fred : A Novel,Abby Bardi,2002.0,19342
32380,0807083178,Thousand Pieces of Gold: A Biographical Novel (Asian Voices),Ruthanne Lum McCunn,1991.0,19619
32383,0812510992,The Girl Who Heard Dragons,Anne McCaffrey,1995.0,20781
32403,0836228995,Casual Day Has Gone Too Far,Scott Adams,1997.0,20573
32453,0971290903,At the Manger: The Stories of Those Who Were There,Peter Orullian,2001.0,16782
32458,1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994.0,8416
32463,1559029838,Call of the Wild,Jack London,,3078
32483,157566691X,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),Leslie Meier,2000.0,8587
32492,1853262005,Crime and Punishment (Wordsworth Classics),Fyodor Dostoevsky,1997.0,20405
32509,0312982615,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003.0,8458
32510,0425132625,Sky Masters,Dale Brown,1996.0,8456
32511,0425169685,Flight of Eagles,Jack Higgins,1999.0,8455
32513,0440225817,Acts of Malice,Perri O'Shaughnessy,2000.0,8457
32517,0446607711,The Simple Truth,David Baldacci,1999.0,2039
32519,0553582127,The Search,Iris Johansen,2001.0,8454
32520,0671742949,UNDER SIEGE,Stephen Coonts,1991.0,8453
238040,0440901588,A Swiftly Tilting Planet,Madeleine L'Engle,1979.0,8469
32542,0345387805,Power Lines,Anne McCaffrey,1996.0,8485
32543,0380776510,Paradise Wild,Johanna Lindsey,1981.0,2384
32546,0425146421,The Wizard's Daughter,Barbara Michaels,1995.0,8470
32549,0441003583,The Godmother's Apprentice,Elizabeth Ann Scarborough,1996.0,8487
32554,0515129933,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001.0,8483
32559,068419337X,SHIPPING NEWS,Annie Proulx,1993.0,8473
467605,0553262807,Always Coming Home,Ursula K. Le Guin,1993.0,8494
32579,0515103292,When Rabbit Howls,Truddi Chase,1990.0,8500
32581,0671657860,"Many Lives, Many Masters",Brian L. Weiss,1988.0,8499
32582,0671789422,Possessing the Secret of Joy,Alice Walker,1993.0,1094
384295,0312194560,Girl Walking Backwards,Bett Williams,1998.0,8528
32667,0671769316,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,Doug Kirby,1992.0,8548
72850,1551668122,Night Of The Black Bird,Heather Graham,2001.0,8554
56111,1860461670,Miss Smilla's Feeling for Snow,Peter Hoeg,2000.0,8557
347628,0375410198,The Feast of Love : A Novel,CHARLES BAXTER,2000.0,8558
38803,0451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996.0,8560
49414,0425176045,Falling Bodies,Andrew Mark,2000.0,8569
